ano,periodo,cursoNome,cursoCodigo,turno,polo,ingressantes,cancelados
2001,2,Pintura,3202020000,Integral,Cidade Universitária,17,6
2001,2,Química - Atribuições Tecnológicas,3104010100,Integral,Cidade Universitária,1,8
2001,2,Química - Atribuições Tecnológicas,3104010100,Noite,Cidade Universitária,3,0
2001,2,Química Industrial,3602010200,Integral,Cidade Universitária,0,5
2001,2,Serviço Social,3306010000,Integral,Cidade Universitária,1,0
2001,2,Serviço Social,3306010000,Integral,Praia Vermelha,54,10
2001,2,Serviço Social,3306010000,Noite,Praia Vermelha,21,9
2002,1,Administração,3407010000,Noite,Praia Vermelha,0,17
2002,1,Administração,3407010000,Tarde e Noite,Praia Vermelha,99,26
2002,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,119,37
2002,1,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,10,7
2002,1,Artes Cênicas - Direção Teatral,3303020000,Noite,Praia Vermelha,0,5
2002,1,Artes Cênicas - Indumentária,3202050100,Integral,Cidade Universitária,7,5
2002,1,Artes Visuais,3202520000,,,0,1
2002,1,Astronomia,3108010100,Integral,Observatório do Valongo,29,8
2002,1,Bac em Letras: Português-Alemão,3204010800,Integral,Cidade Universitária,14,16
2002,1,Bac em Letras: Português-Alemão,3204010800,Integral,Praia Vermelha,1,0
2002,1,Bac em Letras: Português-Árabe,3204011000,Integral,Cidade Universitária,11,4
2002,1,Bac em Letras: Português-Árabe,3204011000,Integral,LARGO SÃO FRANCISCO,1,0
2002,1,Bac em Letras: Português-Espanhol,3204010500,Integral,Cidade Universitária,18,3
2002,1,Bac em Letras: Português-Francês,3204010600,Integral,Cidade Universitária,28,16
2002,1,Bac em Letras: Português-Francês,3204010600,Integral,Praia Vermelha,1,0
2002,1,Bac em Letras: Português-Grego,3204010300,Integral,Cidade Universitária,9,4
2002,1,Bac em Letras: Português-Grego,3204010300,Integral,Praia Vermelha,1,0
2002,1,Bac em Letras: Português-Hebraico,3204010400,Integral,Cidade Universitária,13,3
2002,1,Bac em Letras: Português-Hebraico,3204010400,Integral,Praia Vermelha,2,0
2002,1,Bac em Letras: Português-Inglês,3204010700,,,0,1
2002,1,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,60,40
2002,1,Bac em Letras: Português-Inglês,3204010700,Integral,Praia Vermelha,1,0
2002,1,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,12,10
2002,1,Bac em Letras: Português-Japonês,3204011200,Integral,Cidade Universitária,16,5
2002,1,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,24,11
2002,1,Bac em Letras: Português-Latim,3204010200,Integral,Praia Vermelha,1,0
2002,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,,,0,1
2002,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,75,33
2002,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Praia Vermelha,3,0
2002,1,Bac em Letras: Português-Russo,3204010900,Integral,Cidade Universitária,11,1
2002,1,Bac em Letras: Português-Russo,3204010900,Integral,Praia Vermelha,2,0
2002,1,Bacharelado em Ciência da Computação,3101070000,Integral,Cidade Universitária,0,3
2002,1,Bacharelado em Informática,3101020000,Integral,Cidade Universitária,67,41
2002,1,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,89,37
2002,1,Ciências Atuariais,3101030000,Integral,Cidade Universitária,30,5
2002,1,Ciências Biológicas (Básico),3519010000,Integral,Cidade Universitária,61,14
2002,1,Ciências Biológicas (Básico),3519010000,Integral,Praia Vermelha,2,0
2002,1,Ciências Biológicas (Básico),3519010000,Noite,Cidade Universitária,1,0
2002,1,Ciências Biológicas - Biologia Marinha,3519010300,Integral,Cidade Universitária,0,1
2002,1,Ciências Biológicas - Ecologia,3519010400,Integral,Cidade Universitária,0,1
2002,1,Ciências Biológicas - Genética,3519010500,Integral,Cidade Universitária,0,3
2002,1,Ciências Biológicas - Modalidade Médica,3505010000,Integral,Cidade Universitária,36,10
2002,1,Ciências Biológicas - Zoologia,3519010600,,,0,1
2002,1,Ciências Biológicas - Zoologia,3519010600,Integral,Cidade Universitária,7,8
2002,1,Ciências Contábeis,3407020000,Integral,Praia Vermelha,1,0
2002,1,Ciências Contábeis,3407020000,Noite,Praia Vermelha,79,32
2002,1,Ciências Contábeis,3407029900,,,0,1
2002,1,Ciências Econômicas,3406010000,Integral,LARGO SÃO FRANCISCO,1,0
2002,1,Ciências Econômicas,3406010000,Integral,Praia Vermelha,83,48
2002,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,1,0
2002,1,Ciências Sociais,3301010100,,,0,1
2002,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,75,60
2002,1,Composição de Interior,3202060000,Integral,Cidade Universitária,15,7
2002,1,Composição Paisagística,3202040000,Integral,Cidade Universitária,10,11
2002,1,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,91,13
2002,1,Comunicação Social (Básico),3303010000,Noite,Praia Vermelha,21,0
2002,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,3,20
2002,1,Comunicação Social - Produção Editorial,3303010300,Integral,Praia Vermelha,0,12
2002,1,Comunicação Social - Public e Propaganda,3303010200,Integral,Praia Vermelha,0,13
2002,1,Comunicação Social - Public e Propaganda,3303010200,Manhã,Praia Vermelha,0,1
2002,1,Comunicação Social - Radialismo,3303010400,Noite,Praia Vermelha,0,16
2002,1,Dança,3518020000,Integral,Cidade Universitária,1,0
2002,1,Dança,3518020000,Noite,Cidade Universitária,30,6
2002,1,Dança,3518020000,Tarde,Praia Vermelha,1,0
2002,1,Desenho Industrial,3202089900,,,0,1
2002,1,Desenho Industrial - Programação Visual,3202080200,Integral,Cidade Universitária,26,13
2002,1,Desenho Industrial - Projeto do Produto,3202080100,Integral,Cidade Universitária,25,8
2002,1,Direito,3401010000,,,0,1
2002,1,Direito,3401010000,Integral,Cidade Universitária,1,0
2002,1,Direito,3401010000,Manhã,Faculdade de Direito,123,0
2002,1,Direito,3401010000,Noite,Faculdade de Direito,116,2
2002,1,Direito,3401010000,Tarde,Faculdade de Direito,46,84
2002,1,Educação Física,3518010100,Integral,Cidade Universitária,1,0
2002,1,Educação Física,3518010100,Noite,Cidade Universitária,62,23
2002,1,Enfermagem e Obstetrícia,3504010100,Integral,Cidade Universitária,2,0
2002,1,Enfermagem e Obstetrícia (Básico),3504010000,Integral,Cidade Universitária,56,13
2002,1,Enfermagem e Obstetrícia (Básico),3504010000,Integral,Praia Vermelha,20,0
2002,1,Enfermagem e Obstetricia:Hab Enf. Obstetrica,3504019700,Integral,Cidade Universitária,0,1
2002,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,0,1
2002,1,Engenharia Civil,3601010100,,,0,1
2002,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,76,34
2002,1,Engenharia de Materiais,3601010800,Integral,Cidade Universitária,38,1
2002,1,Engenharia de Materiais,3601010800,Integral,Praia Vermelha,1,0
2002,1,Engenharia de Produção,3601010700,Integral,Cidade Universitária,40,11
2002,1,Engenharia de Produção,3601010700,Integral,Praia Vermelha,1,0
2002,1,Engenharia Elétrica,3601011500,,,0,9
2002,1,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Integral,Cidade Universitária,44,30
2002,1,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Tarde,Cidade Universitária,0,3
2002,1,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,47,5
2002,1,Engenharia Eletrônica e de Computação,3601010900,Integral,Cidade Universitária,5,0
2002,1,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,52,34
2002,1,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,20,12
2002,1,Engenharia Naval,3601010600,Integral,Cidade Universitária,35,21
2002,1,Engenharia Química,3602010100,,,0,1
2002,1,Engenharia Química,3602010100,Integral,Cidade Universitária,10,44
2002,1,Escola de Química (Ciclo Básico),3602010000,,,0,1
2002,1,Escola de Química (Ciclo Básico),3602010000,Integral,Cidade Universitária,90,5
2002,1,Escola de Química (Ciclo Básico),3602010000,Noite,Cidade Universitária,4,0
2002,1,Escola de Química (Ciclo Básico),3602010000,Tarde e Noite,Praia Vermelha,1,0
2002,1,Escultura,3202030000,Integral,Cidade Universitária,16,5
2002,1,Estatística,3101040000,Integral,Cidade Universitária,19,5
2002,1,Farmácia - Farm Bioq: Análise de Alimentos,3503010202,,,0,1
2002,1,Farmácia - Farm Bioq: Análise de Alimentos,3503010202,Integral,Cidade Universitária,1,2
2002,1,Farmácia - Farm Bioq: Análises Clínicas,3503010201,Integral,Cidade Universitária,1,15
2002,1,Farmácia - Farmacêutico,3503010000,Integral,Cidade Universitária,73,23
2002,1,Farmácia - Farmacêutico Industrial,3503010100,Integral,Cidade Universitária,0,14
2002,1,FEA - Ciclo Básico,3402029700,Integral,Praia Vermelha,1,0
2002,1,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,51,39
2002,1,Física,3103010100,Integral,Cidade Universitária,103,36
2002,1,Física,3103010100,Noite,Cidade Universitária,20,0
2002,1,Física,3103010100,Noite,Praia Vermelha,1,0
2002,1,Física - Habilitação: Física Médica,3103010300,Integral,Cidade Universitária,5,0
2002,1,Fisioterapia,3501020000,Integral,Cidade Universitária,40,13
2002,1,Fonoaudiologia,3501030000,Integral,Cidade Universitária,40,12
2002,1,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,0,2
2002,1,Geografia,3105010100,,,0,1
2002,1,Geografia,3105010100,Integral,Cidade Universitária,53,34
2002,1,Geologia,3105030000,Integral,Cidade Universitária,57,16
2002,1,Gravura,3202010000,Integral,Cidade Universitária,17,7
2002,1,História,3301030100,Integral,Cidade Universitária,1,0
2002,1,História,3301030100,Integral,LARGO SÃO FRANCISCO,92,49
2002,1,Lic em Letras: Português-Alemão,3304030800,Integral,Praia Vermelha,0,5
2002,1,Lic em Letras: Português-Espanhol,3304030500,Integral,Praia Vermelha,0,1
2002,1,Lic em Letras: Português-Francês,3304030600,Integral,Cidade Universitária,1,0
2002,1,Lic em Letras: Português-Francês,3304030600,Integral,Praia Vermelha,0,5
2002,1,Lic em Letras: Português-Grego,3304030300,Integral,Praia Vermelha,0,1
2002,1,Lic em Letras: Português-Inglês,3304030700,Integral,Praia Vermelha,0,5
2002,1,Lic em Letras: Português-Italiano,3304031100,Integral,Cidade Universitária,1,0
2002,1,Lic em Letras: Português-Italiano,3304031100,Integral,Praia Vermelha,0,2
2002,1,Lic em Letras: Português-Japonês,3304031200,Integral,Praia Vermelha,0,2
2002,1,Lic em Letras: Português-Lit. de Língua Port.,3304030100,Integral,Praia Vermelha,0,11
2002,1,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,1,6
2002,1,Licenciatura em Ciências Biológicas,3519010200,Noite,Cidade Universitária,40,5
2002,1,Licenciatura em Ciências Sociais,3304040000,Integral,Praia Vermelha,0,9
2002,1,Licenciatura em Ed Artística - Artes Plast,3202070200,Integral,Cidade Universitária,43,9
2002,1,Licenciatura em Ed Artística - Desenho,3202070100,,,0,1
2002,1,Licenciatura em Ed Artística - Desenho,3202070100,Integral,Cidade Universitária,30,7
2002,1,Licenciatura em Ed Artística - Desenho,3202070100,Integral,LARGO SÃO FRANCISCO,1,0
2002,1,Licenciatura em Ed Artística - Música,3203020100,Integral,Escola de Música,5,4
2002,1,Licenciatura em Educação Física,3518010200,,,0,2
2002,1,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,109,35
2002,1,Licenciatura em Enfermagem,3304070000,Integral,Praia Vermelha,0,30
2002,1,Licenciatura em Filosofia,3304050000,Integral,Praia Vermelha,0,3
2002,1,Licenciatura em Física,3103010200,Noite,Cidade Universitária,47,4
2002,1,Licenciatura em Geografia,3105010200,Integral,Cidade Universitária,0,2
2002,1,Licenciatura em Geografia,3105010200,Noite,Cidade Universitária,1,1
2002,1,Licenciatura em História,3304060000,Integral,Praia Vermelha,0,2
2002,1,Licenciatura em Matemática,3101010200,,,0,1
2002,1,Licenciatura em Matemática,3101010200,Integral,Cidade Universitária,1,0
2002,1,Licenciatura em Matemática,3101010200,Noite,Cidade Universitária,73,22
2002,1,Licenciatura em Música,3203019900,Integral,Escola de Música,28,0
2002,1,Licenciatura em Psicologia,3302010300,Integral,Praia Vermelha,0,11
2002,1,Licenciatura em Química,3104010200,Integral,Cidade Universitária,2,0
2002,1,Licenciatura em Química,3104010200,Noite,Cidade Universitária,46,19
2002,1,Matemática,3101010100,,,0,1
2002,1,Matemática,3101010100,Integral,Cidade Universitária,55,27
2002,1,Matemática,3101010100,Noite,Cidade Universitária,13,0
2002,1,Medicina,3501010000,Integral,Cidade Universitária,98,11
2002,1,Meteorologia,3105040000,Integral,Cidade Universitária,32,10
2002,1,Microbiologia e Imunologia,3506010000,Integral,Cidade Universitária,34,8
2002,1,Música - Canto,3203010300,Integral,Escola de Música,9,4
2002,1,Musica - Clarineta,3203010400,Integral,Escola de Música,1,0
2002,1,Música - Composição,3203011300,Integral,Escola de Música,7,1
2002,1,Música - Flauta,3203010600,Integral,Escola de Música,2,1
2002,1,Música - Órgão,3203011200,Integral,Escola de Música,1,1
2002,1,Música - Piano,3203010100,Integral,Escola de Música,9,0
2002,1,Música - Regência,3203011500,Integral,Escola de Música,3,3
2002,1,Música - Saxofone,3203012100,Integral,Escola de Música,5,0
2002,1,Música - Trombone,3203010800,Integral,Escola de Música,2,1
2002,1,Música - Trompa,3203010700,Integral,Escola de Música,0,1
2002,1,Música - Trompete,3203010500,Integral,Escola de Música,2,1
2002,1,Música - Tuba,3203012000,Integral,Escola de Música,1,0
2002,1,Música - Violão,3203011800,Integral,Escola de Música,6,0
2002,1,Música - Violino,3203010200,Integral,Escola de Música,2,0
2002,1,Nutrição,3507010000,Integral,Cidade Universitária,40,9
2002,1,Odontologia,3502010000,Integral,Cidade Universitária,46,3
2002,1,Pedagogia,3304080000,Tarde,Praia Vermelha,1,0
2002,1,Pedagogia (Básico),3304010000,Tarde,Praia Vermelha,58,32
2002,1,Pedagogia - Hab. Mag. da Educação Pré-Escolar,3304010300,Integral,Praia Vermelha,0,1
2002,1,Pedagogia - Hab. Mag. da Educação Pré-Escolar,3304010300,Noite,Praia Vermelha,0,1
2002,1,Pedagogia - Hab. Mag. da Educação Pré-Escolar,3304010300,Tarde,Praia Vermelha,2,0
2002,1,Pedagogia - Hab. Mag. das Mat. Pedag. do 2 Gr,3304010100,Noite,Praia Vermelha,0,3
2002,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Praia Vermelha,0,1
2002,1,Pedagogia - Hab. Mag.das Series Iniciais 1 Gr,3304010200,,,0,1
2002,1,Pedagogia - Hab. Mag.das Series Iniciais 1 Gr,3304010200,Noite,Praia Vermelha,2,4
2002,1,Pedagogia - Hab. Mag.das Series Iniciais 1 Gr,3304010200,Tarde,Praia Vermelha,1,0
2002,1,Pintura,3202020000,Integral,Cidade Universitária,30,22
2002,1,Química - Atribuições Tecnológicas,3104010100,Integral,Cidade Universitária,45,10
2002,1,Química - Atribuições Tecnológicas,3104010100,Noite,Cidade Universitária,7,0
2002,1,Química Industrial,3602010200,Integral,Cidade Universitária,1,4
2002,1,Serviço Social,3306010000,Integral,LARGO SÃO FRANCISCO,1,0
2002,1,Serviço Social,3306010000,Integral,Praia Vermelha,48,17
2002,1,Serviço Social,3306010000,Noite,Praia Vermelha,31,9
2002,2,Administracao,3407019900,Tarde e Noite,Praia Vermelha,1,0
2002,2,Administração,3407010000,Noite,Praia Vermelha,0,13
2002,2,Administração,3407010000,Tarde e Noite,Praia Vermelha,90,27
2002,2,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,128,42
2002,2,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,3,3
2002,2,Artes Cênicas - Direção Teatral,3303020000,,,0,1
2002,2,Artes Cênicas - Direção Teatral,3303020000,Noite,Praia Vermelha,18,5
2002,2,Artes Cênicas - Indumentária,3202050100,Integral,Cidade Universitária,0,2
2002,2,Astronomia,3108010100,Integral,Observatório do Valongo,1,12
2002,2,Bac em Letras: Português-Alemão,3204010800,Integral,Cidade Universitária,14,6
2002,2,Bac em Letras: Português-Árabe,3204011000,Integral,Cidade Universitária,0,4
2002,2,Bac em Letras: Português-Espanhol,3204010500,Integral,Cidade Universitária,15,3
2002,2,Bac em Letras: Português-Francês,3204010600,Integral,Cidade Universitária,35,11
2002,2,Bac em Letras: Português-Francês,3204010600,Integral,Praia Vermelha,1,0
2002,2,Bac em Letras: Português-Grego,3204010300,Integral,Cidade Universitária,8,3
2002,2,Bac em Letras: Português-Hebraico,3204010400,Integral,Cidade Universitária,0,1
2002,2,Bac em Letras: Português-Inglês,3204010700,,,0,1
2002,2,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,59,21
2002,2,Bac em Letras: Português-Inglês,3204010700,Integral,Praia Vermelha,4,0
2002,2,Bac em Letras: Português-Inglês,3204010700,Noite,Faculdade de Direito,1,0
2002,2,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,13,3
2002,2,Bac em Letras: Português-Italiano,3204011100,Integral,LARGO SÃO FRANCISCO,1,0
2002,2,Bac em Letras: Português-Japonês,3204011200,Integral,Cidade Universitária,0,3
2002,2,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,22,8
2002,2,Bac em Letras: Português-Latim,3204010200,Integral,Instituto de História,2,0
2002,2,Bac em Letras: Português-Latim,3204010200,Integral,Praia Vermelha,5,0
2002,2,Bac em Letras: Português-Latim,3204010200,Noite,Faculdade de Direito,1,0
2002,2,Bac em Letras: Português-Lit. de Língua Port.,3204010100,,,0,1
2002,2,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,77,24
2002,2,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Praia Vermelha,2,0
2002,2,Bac em Letras: Português-Russo,3204010900,Integral,Cidade Universitária,1,2
2002,2,Bacharelado em Informática,3101020000,Integral,Cidade Universitária,64,28
2002,2,Bacharelado em Psicologia,3302010100,Integral,LARGO SÃO FRANCISCO,1,0
2002,2,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,84,26
2002,2,Ciências Atuariais,3101030000,Integral,Cidade Universitária,0,9
2002,2,Ciências Biológicas (Básico),3519010000,Integral,Cidade Universitária,64,13
2002,2,Ciências Biológicas (Básico),3519010000,Noite,Cidade Universitária,1,0
2002,2,Ciências Biológicas - Genética,3519010500,Integral,Cidade Universitária,0,1
2002,2,Ciências Biológicas - Modalidade Médica,3505010000,Integral,Cidade Universitária,0,5
2002,2,Ciências Biológicas - Zoologia,3519010600,Integral,Cidade Universitária,0,2
2002,2,Ciências Contábeis,3407020000,Noite,Praia Vermelha,85,51
2002,2,Ciências Econômicas,3406010000,Integral,Praia Vermelha,83,19
2002,2,Ciências Econômicas,3406010000,Manhã,Faculdade de Direito,1,0
2002,2,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,68,41
2002,2,Ciências Sociais,3301010100,Integral,Praia Vermelha,1,0
2002,2,Composição de Interior,3202060000,Integral,Cidade Universitária,10,4
2002,2,Composição Paisagística,3202040000,Integral,Cidade Universitária,1,4
2002,2,Comunicação Social (Básico),3303010000,Integral,Cidade Universitária,1,0
2002,2,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,93,9
2002,2,Comunicação Social (Básico),3303010000,Noite,Praia Vermelha,13,0
2002,2,Comunicação Social (Básico),3303010000,Tarde,Praia Vermelha,1,0
2002,2,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,3
2002,2,Comunicação Social - Produção Editorial,3303010300,Integral,Praia Vermelha,0,2
2002,2,Comunicação Social - Public e Propaganda,3303010200,Integral,Praia Vermelha,0,5
2002,2,Comunicação Social - Public e Propaganda,3303010200,Manhã,Praia Vermelha,0,1
2002,2,Comunicação Social - Radialismo,3303010400,Noite,Praia Vermelha,0,8
2002,2,Dança,3518020000,Noite,Cidade Universitária,1,9
2002,2,Desenho Industrial - Programação Visual,3202080200,Integral,Cidade Universitária,27,11
2002,2,Desenho Industrial - Projeto do Produto,3202080100,Integral,Cidade Universitária,27,12
2002,2,Direito,3401010000,Manhã,Faculdade de Direito,124,0
2002,2,Direito,3401010000,Noite,Faculdade de Direito,131,2
2002,2,Direito,3401010000,Tarde,Faculdade de Direito,36,73
2002,2,Educação Física,3518010100,Integral,Cidade Universitária,4,0
2002,2,Educação Física,3518010100,Noite,Cidade Universitária,54,24
2002,2,Enfermagem e Obstetrícia,3504010100,Integral,Cidade Universitária,2,11
2002,2,Enfermagem e Obstetrícia (Básico),3504010000,Integral,Cidade Universitária,51,1
2002,2,Enfermagem e Obstetrícia (Básico),3504010000,Integral,Praia Vermelha,23,0
2002,2,Engenharia Civil,3601010100,Integral,Cidade Universitária,78,32
2002,2,Engenharia de Materiais,3601010800,Integral,Cidade Universitária,0,3
2002,2,Engenharia de Produção,3601010700,Integral,Cidade Universitária,42,13
2002,2,Engenharia Elétrica,3601011500,,,0,12
2002,2,Engenharia Elétrica,3601011500,Integral,Cidade Universitária,0,1
2002,2,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,,,0,1
2002,2,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Integral,Cidade Universitária,49,19
2002,2,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Integral,Praia Vermelha,1,0
2002,2,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,46,3
2002,2,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Noite,Cidade Universitária,2,0
2002,2,Engenharia Eletrônica e de Computação,3601010900,Integral,Cidade Universitária,2,1
2002,2,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,53,14
2002,2,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,20,12
2002,2,Engenharia Naval,3601010600,Integral,Cidade Universitária,36,15
2002,2,Engenharia Naval e Oceânica,3601011600,Integral,Cidade Universitária,1,0
2002,2,Engenharia Química,3602010100,Integral,Cidade Universitária,11,22
2002,2,Engenharia Química,3602010100,Noite,Cidade Universitária,2,0
2002,2,Escola de Química (Ciclo Básico),3602010000,Integral,Cidade Universitária,94,10
2002,2,Escola de Química (Ciclo Básico),3602010000,Noite,Cidade Universitária,1,0
2002,2,Escultura,3202030000,Integral,Cidade Universitária,12,5
2002,2,Estatística,3101040000,Integral,Cidade Universitária,0,11
2002,2,Farmaceutico Bioquimico,3503010200,Integral,Cidade Universitária,1,0
2002,2,Farmácia - Farm Bioq: Análise de Alimentos,3503010202,Integral,Cidade Universitária,1,1
2002,2,Farmácia - Farm Bioq: Análises Clínicas,3503010201,Integral,Cidade Universitária,0,9
2002,2,Farmácia - Farmacêutico,3503010000,Integral,Cidade Universitária,77,14
2002,2,Farmácia - Farmacêutico,3503010000,Noite,Cidade Universitária,1,0
2002,2,Farmácia - Farmacêutico Industrial,3503010100,Integral,Cidade Universitária,3,9
2002,2,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,46,27
2002,2,Filosofia,3301020100,Integral,Praia Vermelha,2,0
2002,2,Filosofia,3301020100,Noite,LARGO SÃO FRANCISCO,1,0
2002,2,Física,3103010100,Integral,Cidade Universitária,1,18
2002,2,Física - Habilitação: Física Médica,3103010300,Integral,Cidade Universitária,1,2
2002,2,Fisioterapia,3501020000,Integral,Cidade Universitária,45,9
2002,2,Fonoaudiologia,3501030000,Integral,Cidade Universitária,50,15
2002,2,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,0,2
2002,2,Geografia,3105010100,Integral,Cidade Universitária,50,19
2002,2,Geografia,3105010100,Noite,Cidade Universitária,1,0
2002,2,Geologia,3105030000,Integral,Cidade Universitária,9,9
2002,2,Gravura,3202010000,Integral,Cidade Universitária,10,6
2002,2,História,3301030100,,,0,1
2002,2,História,3301030100,Integral,LARGO SÃO FRANCISCO,95,41
2002,2,História,3301030100,Noite,LARGO SÃO FRANCISCO,1,0
2002,2,Lic em Letras: Português-Alemão,3304030800,Integral,Praia Vermelha,0,2
2002,2,Lic em Letras: Português-Espanhol,3304030500,Integral,Praia Vermelha,0,1
2002,2,Lic em Letras: Português-Francês,3304030600,Integral,Praia Vermelha,0,5
2002,2,Lic em Letras: Português-Grego,3304030300,Integral,Praia Vermelha,0,2
2002,2,Lic em Letras: Português-Inglês,3304030700,Integral,Praia Vermelha,0,7
2002,2,Lic em Letras: Português-Italiano,3304031100,Integral,Praia Vermelha,0,3
2002,2,Lic em Letras: Português-Japonês,3304031200,Integral,Praia Vermelha,0,1
2002,2,Lic em Letras: Português-Lit. de Língua Port.,3304030100,Integral,Praia Vermelha,0,8
2002,2,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,0,2
2002,2,Licenciatura em Ciências Biológicas,3519010200,Noite,Cidade Universitária,1,12
2002,2,Licenciatura em Ciências Sociais,3304040000,Integral,Praia Vermelha,0,6
2002,2,Licenciatura em Ed Artística - Artes Plast,3202070200,Integral,Cidade Universitária,3,6
2002,2,Licenciatura em Ed Artística - Desenho,3202070100,Integral,Cidade Universitária,0,6
2002,2,Licenciatura em Ed Artística - Música,3203020100,Integral,Escola de Música,0,7
2002,2,Licenciatura em Educação Física,3518010200,,,0,1
2002,2,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,100,25
2002,2,Licenciatura em Enfermagem,3304070000,Integral,Praia Vermelha,0,18
2002,2,Licenciatura em Filosofia,3304050000,Integral,Praia Vermelha,0,5
2002,2,Licenciatura em Física,3103010200,,,0,1
2002,2,Licenciatura em Física,3103010200,Noite,Cidade Universitária,8,21
2002,2,Licenciatura em Geografia,3105010200,Integral,Cidade Universitária,0,3
2002,2,Licenciatura em História,3304060000,Integral,Praia Vermelha,0,1
2002,2,Licenciatura em Matemática,3101010200,Noite,Cidade Universitária,6,32
2002,2,Licenciatura em Psicologia,3302010300,,,0,1
2002,2,Licenciatura em Psicologia,3302010300,Integral,Praia Vermelha,0,8
2002,2,Licenciatura em Química,3104010200,Noite,Cidade Universitária,4,20
2002,2,Matemática,3101010100,Integral,Cidade Universitária,1,21
2002,2,Medicina,3501010000,Integral,Cidade Universitária,103,6
2002,2,Meteorologia,3105040000,Integral,Cidade Universitária,1,8
2002,2,Microbiologia e Imunologia,3506010000,Integral,Cidade Universitária,0,7
2002,2,Música - Canto,3203010300,Integral,Escola de Música,0,1
2002,2,Música - Contrabaixo,3203010900,Integral,Escola de Música,1,0
2002,2,Música - Fagote,3203011700,Integral,Escola de Música,1,0
2002,2,Música - Oboé,3203011600,Integral,Escola de Música,0,1
2002,2,Música - Órgão,3203011200,Integral,Escola de Música,0,1
2002,2,Música - Piano,3203010100,Integral,Escola de Música,0,1
2002,2,Música - Saxofone,3203012100,Integral,Escola de Música,0,1
2002,2,Música - Trompa,3203010700,Integral,Escola de Música,0,1
2002,2,Música - Violão,3203011800,Integral,Escola de Música,0,2
2002,2,Música - Violino,3203010200,Integral,Escola de Música,0,1
2002,2,Nutrição,3507010000,Integral,Cidade Universitária,38,10
2002,2,Odontologia,3502010000,Integral,Cidade Universitária,48,15
2002,2,Odontologia,3502010000,Manhã,Faculdade de Direito,1,0
2002,2,Pedagogia (Básico),3304010000,,,0,1
2002,2,Pedagogia (Básico),3304010000,Integral,Cidade Universitária,2,0
2002,2,Pedagogia (Básico),3304010000,Noite,Instituto de História,1,0
2002,2,Pedagogia (Básico),3304010000,Tarde,Praia Vermelha,54,35
2002,2,Pedagogia - Hab. Mag. da Educação Pré-Escolar,3304010300,Noite,Praia Vermelha,0,1
