ano,periodoOuMes,Centro,Faculdade/ Escola,curso,nivel,QTD
2017,Set,,,Ciências Biológicas (Farm e Química Medicin),Doutorado,1
2017,Set,,,Ciências Biológicas (Farm e Química Medicin),Mestrado,2
2017,Set,,,Ciências Biológicas (Fisiologia),Mestrado,2
2017,Set,,,Ciências Biológicas (Genética),Doutorado,1
2017,Set,,,Ciências Farmacêuticas,Doutorado,1
2017,Set,,,Ciências Farmacêuticas,Mestrado,3
2017,Set,,,Ciências Morfológicas,Doutorado,2
2017,Set,,,Clínica Médica,Doutorado,1
2017,Set,,,Comunicação,Mestrado,1
2017,Set,,,Ecologia,Doutorado,1
2017,Set,,,Ecologia,Mestrado,1
2017,Set,,,"Educação,Gestão e Difusão em Biociências",Mestrado Profissional,3
2017,Set,,,Enfermagem,Doutorado,1
2017,Set,,,Enfermagem,Mestrado,2
2017,Set,,,Engenharia Ambiental,Mestrado Profissional,5
2017,Set,,,Engenharia Biomédica,Mestrado,1
2017,Set,,,Engenharia Civil,Doutorado,5
2017,Set,,,Engenharia Civil,Mestrado,7
2017,Set,,,Engenharia de Biocombustíveis e Petroquímica,Mestrado Profissional,1
2017,Set,,,Engenharia de Produção,Doutorado,1
2017,Set,,,Engenharia de Produção,Mestrado,3
2017,Set,,,Engenharia de Sistemas e Computação,Doutorado,4
2017,Set,,,Engenharia de Sistemas e Computação,Mestrado,3
2017,Set,,,Engenharia de Transportes,Mestrado,1
2017,Set,,,Engenharia Elétrica,Doutorado,5
2017,Set,,,Engenharia Elétrica,Mestrado,2
2017,Set,,,Engenharia Mecânica,Doutorado,2
2017,Set,,,Engenharia Mecânica,Mestrado,3
2017,Set,,,Engenharia Metalúrgica e de Materiais,Doutorado,1
2017,Set,,,Engenharia Metalúrgica e de Materiais,Mestrado,8
2017,Set,,,Engenharia Nuclear,Doutorado,2
2017,Set,,,Engenharia Nuclear,Mestrado,1
2017,Set,,,Engenharia Oceânica,Mestrado,6
2017,Set,,,Engenharia Química,Doutorado,2
2017,Set,,,Engenharia Química,Mestrado,1
2017,Set,,,Engenharia Urbana,Mestrado Profissional,1
2017,Set,,,Filosofia,Doutorado,2
2017,Set,,,Filosofia,Mestrado,5
2017,Set,,,Física,Doutorado,1
2017,Set,,,Fisica,Mestrado,3
2017,Set,,,Formação Científica para Prof. de Biologia,Mestrado Profissional,3
2017,Set,,,Geologia,Doutorado,1
2017,Set,,,"Gestão de Portfólio, Programas e Projetos",Especialização,18
2017,Set,,,História Comparada,Mestrado,1
2017,Set,,,História das Ciênc e das Técn e Epistemologia,Doutorado,2
2017,Set,,,História das Ciênc e das Técn e Epistemologia,Mestrado,1
2017,Set,,,História Social,Mestrado,2
2017,Set,,,Interdisciplinar de Lingüística Aplicada,Mestrado,1
2017,Set,,,Letras (Ciência da Literatura),Doutorado,3
2017,Set,,,Letras (Ciência da Literatura),Mestrado,2
2017,Set,,,Letras (Letras Clássicas),Mestrado,1
2017,Set,,,Letras (Letras Vernáculas),Mestrado,3
2017,Set,,,Lingüística,Doutorado,1
2017,Set,,,Lógica e Metafísica,Doutorado,3
2017,Set,,,Matemática,Doutorado,1
2017,Set,,,Matemática,Mestrado,1
2017,Set,,,Matemática em Rede Nacional,Mestrado Profissional,6
2017,Set,,,MBA em Engenharia de Manutenção,Especialização,38
2017,Set,,,Medicina (Endocrinologia),Doutorado,1
2017,Set,,,Medicina (Endocrinologia),Mestrado,2
2017,Set,,,Meteorologia,Mestrado,2
2017,Set,,,Neuropsiquiatria Geriátrica,Especialização,3
2017,Set,,,Nutrição,Doutorado,1
2017,Set,,,Odontologia,Doutorado,2
2017,Set,,,Planejamento Energético,Doutorado,1
2017,Set,,,Planejamento Urbano e Regional,Doutorado,6
2017,Set,,,Planejamento Urbano e Regional,Mestrado,1
2017,Set,,,Políticas Publ Estratégias e Desenvolvimento,Doutorado,1
2017,Set,,,Políticas Publ Estratégias e Desenvolvimento,Mestrado,3
2017,Set,,,Políticas Públicas em Direitos Humanos,Mestrado,4
2017,Set,,,Produtos Bioativos e Biociências,Mestrado,4
2017,Set,,,Projeto e Patrimônio,Mestrado Profissional,7
2017,Set,,,Psicologia,Mestrado,1
2017,Set,,,Psiquiatria e Saúde Mental,Mestrado,1
2017,Set,,,Química,Mestrado,4
2017,Set,,,Química Biológica,Doutorado,4
2017,Set,,,Química Biológica,Mestrado,2
2017,Set,,,Química de Produtos Naturais,Doutorado,1
2017,Set,,,Química de Produtos Naturais,Mestrado,3
2017,Set,,,Saúde Coletiva,Mestrado,1
2017,Set,,,Serviço Social,Mestrado,1
2017,Set,,,Tecnologia de Processos Químic e Bioquímicos,Doutorado,7
2017,Set,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,11
2017,Set,,,Treinamento Desportivo,Especialização,18
2018,2,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Física,Graduação,1
2019,1,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Física,Graduação,2
2019,2,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Física,Graduação,2
2020,1,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Física,Graduação,1
2014,1,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,1
2015,1,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,3
2015,2,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,3
2016,1,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,1
2016,2,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,1
2017,1,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,3
2017,2,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,1
2018,1,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,5
2018,2,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,2
2019,1,Centro de Tecnologia (CT),Instituto de Física (IF) / Escola Politécnica (Poli) / Instituto de Biofísica Carlos Chagas Filho (IBCCF) / Instituto de Macromoléculas Professora Eloísa Mano (IMA),Nanotecnologia - Ênfase: Materiais,Graduação,4
1974,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,1
1975,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,1
1975,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,31
1976,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,7
1977,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,68
1977,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,12
1978,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,39
1978,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,1
1979,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,37
1979,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,3
1980,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,35
1981,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,37
1982,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,14
1982,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,18
1983,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,2
1984,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,70
1984,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,38
1985,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,12
1985,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,17
1986,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,26
1986,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,34
1987,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,30
1987,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,27
1988,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,22
1988,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,18
1989,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,25
1989,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,21
1990,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,28
1990,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,22
1991,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,17
1991,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,10
1992,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,26
1992,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,9
1993,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,30
1993,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,13
1994,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,25
1994,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,21
1995,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,23
1995,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,32
1996,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,29
1996,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,31
1997,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,27
1997,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,27
1998,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,32
1998,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,20
1999,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,35
1999,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,28
2000,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,25
2000,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,24
2001,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,30
2001,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,31
2002,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,10
2002,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,41
2003,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,25
2003,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,33
2004,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,19
2004,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,33
2005,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,29
2005,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,16
2006,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,40
2006,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,49
2007,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,34
2007,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,28
2008,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,24
2008,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,21
2009,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,37
2009,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,29
2010,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,44
2010,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,25
2011,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,34
2011,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,28
2012,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,39
2012,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,33
2013,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,32
2013,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,20
2014,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,50
2014,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,24
2015,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,28
2015,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,27
2016,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,35
2016,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,28
2017,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,38
2017,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,42
2018,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,23
2018,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,25
2019,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,28
2019,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,34
2020,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição,Graduação,35
2014,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,3
2014,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,8
2015,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,5
2015,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,2
2016,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,16
2016,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,6
2017,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,7
2017,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,20
2018,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,9
2018,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,17
2019,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,25
2019,2,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,17
2020,1,Centro de Ciências da Saúde (CCS),Instituto de Nutrição Josué de Castro – INJC,Nutrição - M,Graduação,21
1975,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,26
1975,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,23
1976,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,52
1976,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,2
1977,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,53
1977,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,59
1978,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,5
1978,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,2
1979,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,75
1979,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,1
1980,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,60
1980,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,7
1981,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,59
1981,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,39
1982,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,24
1982,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,34
1983,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,59
1984,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,1
1984,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,33
1985,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,35
1985,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,30
1986,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,36
1986,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,28
1987,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,42
1987,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,37
1988,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,31
1988,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,27
1989,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,27
1989,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,34
1990,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,36
1990,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,28
1991,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,30
1991,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,25
1992,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,32
1992,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,27
1993,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,36
1993,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,29
1994,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,29
1994,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,37
1995,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,30
1995,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,27
1996,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,45
1996,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,38
1997,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,36
1997,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,41
1998,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,41
1998,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,40
1999,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,41
1999,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,32
2000,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,35
2000,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,38
2001,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,38
2001,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,35
2002,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,44
2002,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,31
2003,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,41
2003,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,47
2004,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,35
2004,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,35
2005,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,26
2005,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,35
2006,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,50
2006,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,25
2007,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,47
2007,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,35
2008,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,42
2008,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,20
2009,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,37
2009,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,20
2010,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,37
2010,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,32
2011,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,34
2011,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,30
2012,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,39
2012,2,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,43
2013,1,Centro de Ciências da Saúde (CCS),Faculdade de Odontologia (FO),Odontologia,Graduação,37
