ano,periodo,Centro,Faculdade / Escola,curso,nivel,QTD-matriculados
1994,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,293
1994,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,3
1995,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,8
1999,2,,,Filosofia,Doutorado,68
1995,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,300
1999,2,,,Filosofia,Mestrado,63
1999,2,,,Física,Doutorado,59
1995,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,314
1999,2,,,Fisica,Mestrado,9
1999,2,,,Fisico-Quimica              ,Doutorado,17
1999,2,,,Fisico-Quimica           ,Mestrado,11
1996,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,8
1996,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,304
1996,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,318
1999,2,,,Geografia,Doutorado,102
1997,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,7
1999,2,,,Geografia,Mestrado,72
1999,2,,,Geologia,Doutorado,56
1997,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,306
1999,2,,,Geologia,Mestrado,24
1999,2,,,Ginecologia            ,Doutorado,7
1999,2,,,Ginecologia                  ,Mestrado,6
1997,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,295
1999,2,,,Historia,Doutorado,38
1997,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,20
1999,2,,,História,Mestrado,55
1999,2,,,Historia da Arte,Mestrado,57
1999,2,,,Informática,Mestrado,86
1999,2,,,Interdisciplinar de Lingüística Aplicada,Mestrado,44
1999,2,,,Letras (Ciência da Literatura),Doutorado,65
1999,2,,,Letras (Ciência da Literatura),Mestrado,83
1999,2,,,Letras (Letras Clássicas),Doutorado,8
1999,2,,,Letras (Letras Clássicas),Mestrado,10
1999,2,,,Letras (Letras Vernáculas),Doutorado,54
1999,2,,,Letras (Letras Vernáculas),Mestrado,73
1999,2,,,Letras (Lingüística e Filologia),Mestrado,39
1999,2,,,Letras - Linguística e Filologia (Doutorado),Doutorado,25
1999,2,,,Letras Neolatinas,Doutorado,19
1999,2,,,Letras Neolatinas,Mestrado,31
1998,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,19
1998,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,272
1998,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,258
1999,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,4
1999,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,240
1999,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,221
2000,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,1
2000,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,212
2000,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,185
2001,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,6
2001,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,186
2001,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,189
2002,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,5
2002,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,190
2002,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,181
2003,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,186
2003,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,199
2004,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,5
2004,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,200
2004,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,198
2005,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,4
2005,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,191
2005,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,185
2006,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,23
2006,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,181
2006,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,170
2007,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,6
2007,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,160
2007,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,157
2008,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,167
2008,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,166
1999,2,,,Matemática,Doutorado,40
2009,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,1
1999,2,,,Matemática,Mestrado,23
1999,2,,,Matemática Aplicada,Mestrado,10
2009,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,179
1999,2,,,Medicina (Anatomia Patológica),Mestrado,3
1999,2,,,Medicina (Cardiologia),Doutorado,13
1999,2,,,Medicina (Cardiologia),Mestrado,22
1999,2,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,12
1999,2,,,Medicina (Doenças Infecciosas e Parasitárias),Mestrado,12
1999,2,,,Medicina (Endocrinologia),Doutorado,12
1999,2,,,Medicina (Endocrinologia),Mestrado,12
1999,2,,,Medicina (Radiologia),Doutorado,8
1999,2,,,Medicina (Radiologia),Mestrado,15
1999,2,,,Medicina - Cirurgia Geral ,Doutorado,32
1999,2,,,Medicina - Cirurgia Geral ,Mestrado,85
1999,2,,,Medicina - Dermatologia,Doutorado,24
1999,2,,,Medicina - Dermatologia ,Mestrado,10
1999,2,,,Medicina - Gastroenterologia,Mestrado,8
1999,2,,,Medicina-Ortopedia e Traumatologia ,Doutorado,2
1999,2,,,Medicina-Ortopedia e Traumatologia ,Mestrado,10
2009,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,189
2010,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,1
1999,2,,,Música,Mestrado,25
2010,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,176
2010,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,181
2011,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,2
2011,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,164
2011,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,127
2012,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,92
2012,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,71
2013,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,31
2013,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,25
2014,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,11
2014,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,9
2015,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,12
2015,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,6
2016,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,4
2016,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,2
2017,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,1
2008,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,6
2008,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,24
2008,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,49
1999,2,,,Nefrologia         ,Mestrado,10
1999,2,,,Neurologia                       (Mestrado),Mestrado,7
2009,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,3
1999,2,,,Nutrição,Mestrado,15
1999,2,,,Odontologia,Doutorado,46
2009,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,70
1999,2,,,Odontologia,Mestrado,1
1999,2,,,Odontologia (Odontopediatria),Mestrado,8
1999,2,,,Odontologia (Ortodontia),Mestrado,23
1999,2,,,Odontologia (Periodontia),Mestrado,7
1999,2,,,Oftalmologia                 ,Doutorado,9
1999,2,,,Oftalmologia,Mestrado,22
1999,2,,,Otorrinolaringologia         ,Mestrado,20
2009,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,89
2010,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,7
2010,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,115
2010,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,163
2010,3,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,5
2011,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,10
2011,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,184
2011,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,218
1999,2,,,Pediatria                        (Doutorado),Doutorado,1
2012,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,18
1999,2,,,Planejamento Energético,Doutorado,41
1999,2,,,Planejamento Energético,Mestrado,93
1999,2,,,Planejamento Urbano e Regional,Doutorado,37
1999,2,,,Planejamento Urbano e Regional,Mestrado,63
1999,2,,,Psicologia,Doutorado,26
1999,2,,,Psicologia,Mestrado,54
1999,2,,,Psicossociologia de Comunidades e Ecol Social,Doutorado,8
1999,2,,,Psicossociologia de Comunidades e Ecol Social,Mestrado,30
1999,2,,,"Psiquiatria,Psicanálise e Saúde Mental",Doutorado,28
1999,2,,,"Psiquiatria,Psicanálise e Saúde Mental",Mestrado,27
2012,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,255
1999,2,,,Química Biológica,Doutorado,73
1999,2,,,Química Biológica,Mestrado,45
1999,2,,,Química de Produtos Naturais,Doutorado,31
1999,2,,,Química de Produtos Naturais,Mestrado,10
2012,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,271
1999,2,,,Química Inorgânica ,Doutorado,14
1999,2,,,QuÍmica Inorgânica             ,Mestrado,19
1999,2,,,Química Orgânica ,Doutorado,61
1999,2,,,Química Orgânica    ,Mestrado,19
1999,2,,,Saúde Coletiva,Mestrado,9
1999,2,,,Serviço Social,Doutorado,51
2013,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,39
1999,2,,,Serviço Social,Mestrado,35
1999,2,,,Sociologia e Antropologia,Doutorado,36
1999,2,,,Sociologia e Antropologia,Mestrado,37
1999,2,,,Tecnologia de Processos Químic e Bioquímicos,Doutorado,55
1999,2,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,76
1999,2,,,Tecnologia Educacional nas Ciências da Saúde,Mestrado,40
1999,2,,,Teoria Psicanalítica,Doutorado,28
1999,2,,,Teoria Psicanalítica,Mestrado,41
1999,2,,,Tisiologia e Pneumologia,Mestrado,4
1999,2,,,Urbanismo,Mestrado,37
2013,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,282
1999,3,,,Administração,Doutorado,5
1999,3,,,Administração,Mestrado,50
2013,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,274
2014,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,20
2014,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,296
2014,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,293
2015,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,11
2015,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,326
2015,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,326
2016,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,17
2016,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,332
1999,3,,,Ciências (Microbiologia),Doutorado,1
2016,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,327
1999,3,,,Ciências Biológicas (Genética),Mestrado,1
2017,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,14
2017,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,343
2017,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,345
2017,3,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,14
2018,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,13
2018,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,360
2018,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,371
2019,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,391
2019,0,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,7
2019,2,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,394
1999,3,,,Enfermagem,Doutorado,1
1999,3,,,Enfermagem,Mestrado,2
1999,3,,,Engenharia Biomédica,Doutorado,36
1999,3,,,Engenharia Biomédica,Mestrado,42
1999,3,,,Engenharia Civil,Doutorado,177
2020,1,Campus de Macaé,Colegiado de Ensino de Graduação - Macaé,Farmácia - M,Graduação,4
1999,3,,,Engenharia Civil,Mestrado,194
1999,3,,,Engenharia de Produção,Doutorado,369
2010,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,4
1999,3,,,Engenharia de Produção,Mestrado,344
1999,3,,,Engenharia de Sistemas e Computação,Doutorado,152
1999,3,,,Engenharia de Sistemas e Computação,Mestrado,152
1999,3,,,Engenharia de Transportes,Doutorado,30
1999,3,,,Engenharia de Transportes,Mestrado,99
1999,3,,,Engenharia Elétrica,Doutorado,87
2010,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,49
1999,3,,,Engenharia Elétrica,Mestrado,125
2011,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,29
2011,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,95
1999,3,,,Engenharia Mecânica,Doutorado,67
2011,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,141
1999,3,,,Engenharia Mecânica,Mestrado,87
2011,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,2
1999,3,,,Engenharia Metalúrgica e de Materiais,Doutorado,98
1999,3,,,Engenharia Metalúrgica e de Materiais,Mestrado,83
2012,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,20
1999,3,,,Engenharia Nuclear,Doutorado,64
1999,3,,,Engenharia Nuclear,Mestrado,44
1999,3,,,Engenharia Oceânica,Doutorado,51
1999,3,,,Engenharia Oceânica,Mestrado,100
1999,3,,,Engenharia Química,Doutorado,93
2012,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,186
1999,3,,,Engenharia Química,Mestrado,38
1999,3,,,Estatística,Mestrado,51
2012,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,254
2013,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,49
1999,3,,,Geografia,Mestrado,1
2013,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - N,Graduação,317
