ano,periodo,Centro,Faculdade / Escola,curso,nivel,QTD-matriculados
1986,0,,,Engenharia Civil,Mestrado,1
1991,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,174
1986,0,,,Engenharia de Produção,Mestrado,1
1986,0,,,Engenharia de Sistemas e Computação,Mestrado,1
1986,0,,,Engenharia de Transportes,Mestrado,1
1991,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,176
1992,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,16
1992,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,178
1992,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,197
1993,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,26
1993,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,209
1993,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,214
1994,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,18
1994,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,205
1994,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,217
1994,3,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,1
1995,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,10
1995,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,216
1995,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,229
1996,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,13
1986,0,,,Física,Doutorado,2
1996,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,228
1986,0,,,Fisica,Mestrado,1
1996,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,223
1997,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,27
1997,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,230
1997,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,240
1998,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,25
1986,0,,,Letras (Ciência da Literatura),Mestrado,3
1986,0,,,Letras (Letras Vernáculas),Doutorado,2
1986,0,,,Letras Neolatinas,Mestrado,1
1998,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,255
1998,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,245
1999,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,28
1999,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,255
1999,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,276
2000,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,27
2000,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,254
2000,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,274
2001,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,10
2001,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,241
2001,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,245
2001,4,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,1
2002,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,12
2002,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,220
2002,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,204
2003,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,26
2003,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,197
2003,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,183
2004,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,8
2004,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,192
1986,0,,,Matemática,Mestrado,1
2004,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,185
1986,0,,,Medicina (Radiologia),Doutorado,1
1986,0,,,Medicina (Radiologia),Mestrado,1
1986,0,,,Medicina - Gastroenterologia,Mestrado,1
2005,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,5
2005,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,186
2005,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,186
2006,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,6
2006,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,187
2006,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,187
2007,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,8
2007,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,194
2007,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,195
2008,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,8
2008,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,185
2008,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,199
2009,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,22
2009,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,195
2009,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,204
2010,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,17
1986,0,,,Nutrição,Mestrado,5
2010,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,192
2010,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,200
2011,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,21
1986,0,,,Pediatria                        (Mestrado),Mestrado,1
2011,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,194
2011,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,209
2012,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,22
1986,0,,,Serviço Social,Mestrado,2
2012,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,207
1986,1,,,Administracao ,Mestrado,250
1986,1,,,Administração,Doutorado,2
1986,1,,,Administração,Mestrado,93
1986,1,,,Administracao (Doutorado),Doutorado,1
1986,1,,,Anatomia Humana                  (Mestrado),Mestrado,19
1986,1,,,Anestesiologia                ,Mestrado,17
1986,1,,,Angiologia,Mestrado,4
1986,1,,,Antropologia Social,Doutorado,41
1986,1,,,Antropologia Social,Mestrado,52
2012,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,212
2013,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,19
2013,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,215
2013,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,224
1986,1,,,Astronomia,Mestrado,5
2014,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,13
2014,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,221
2014,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,221
2015,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,23
2015,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,220
2015,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,207
2016,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,8
2016,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,217
2016,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,224
2017,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,18
2017,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,223
2017,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,234
2018,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,19
2018,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,236
2018,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,223
1986,1,,,Bioquímica,Doutorado,23
1986,1,,,Bioquímica,Mestrado,20
1986,1,,,Ceramica,Doutorado,1
1986,1,,,Ciênc. Biol.- Farm. e Terap. Exp. ,Mestrado,17
1986,1,,,Ciencia da Informacao  ,Mestrado,53
1986,1,,,Ciência e Tecnologia de Polímeros,Doutorado,9
1986,1,,,Ciência e Tecnologia de Polímeros,Mestrado,41
1986,1,,,Ciências (Microbiologia),Doutorado,94
1986,1,,,Ciências (Microbiologia),Mestrado,73
2019,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,15
2019,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,238
1986,1,,,Ciências Biológicas (Biofísica),Doutorado,60
1986,1,,,Ciências Biológicas (Biofísica),Mestrado,53
1986,1,,,Ciências Biológicas (Botânica),Mestrado,44
1986,1,,,Ciências Biológicas (Genética),Doutorado,11
1986,1,,,Ciências Biológicas (Genética),Mestrado,26
1986,1,,,Ciências Biológicas (Zoologia),Mestrado,63
2019,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,234
2020,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,2
2020,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Public e Propaganda,Graduação,12
1993,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,1
1993,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,16
1993,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,34
1994,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,8
1986,1,,,Cir Traum Buc Max Facial       ,Mestrado,12
1986,1,,,Clínica Médica,Mestrado,25
1986,1,,,Clinica Obstetrica             ,Doutorado,6
1986,1,,,Clinica Obstetrica     ,Mestrado,30
1994,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,46
1994,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,68
1986,1,,,Comunicação,Doutorado,35
1986,1,,,Comunicação,Mestrado,248
1995,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,16
1995,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,94
1995,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,117
1996,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,10
1996,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,141
1996,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,151
1997,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,7
1997,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,155
1997,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,162
1998,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,9
1998,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,165
1986,1,,,Direito ,Doutorado,90
1998,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,170
1986,1,,,Direito                    ,Mestrado,123
1986,1,,,Economia                       ,Doutorado,1
1986,1,,,Economia                       ,Mestrado,89
1986,1,,,Economia da Indústria e da Tecnologia,Mestrado,70
1986,1,,,Educação,Doutorado,50
1986,1,,,Educação,Mestrado,327
1986,1,,,Educacao Fisica                  (Mestrado),Mestrado,93
1986,1,,,Endodontia          ,Mestrado,9
1986,1,,,Enfermagem,Mestrado,67
1999,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,19
1999,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,180
1999,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,174
2000,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,14
2000,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,173
2000,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,197
2001,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,11
1986,1,,,Engenharia Biomédica,Doutorado,10
1986,1,,,Engenharia Biomédica,Mestrado,75
1986,1,,,Engenharia Civil,Doutorado,131
2001,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,179
1986,1,,,Engenharia Civil,Mestrado,355
1986,1,,,Engenharia de Produção,Doutorado,57
1986,1,,,Engenharia de Produção,Especialização,1
2001,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,182
1986,1,,,Engenharia de Produção,Mestrado,570
1986,1,,,Engenharia de Sistemas e Computação,Doutorado,82
1986,1,,,Engenharia de Sistemas e Computação,Mestrado,224
1986,1,,,Engenharia de Transportes,Doutorado,7
1986,1,,,Engenharia de Transportes,Mestrado,79
1986,1,,,Engenharia Elétrica,Doutorado,56
2001,3,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,1
1986,1,,,Engenharia Elétrica,Mestrado,212
2002,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,10
2002,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,159
1986,1,,,Engenharia Mecânica,Doutorado,35
2002,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,155
1986,1,,,Engenharia Mecânica,Mestrado,200
2003,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,7
1986,1,,,Engenharia Metalúrgica e de Materiais,Doutorado,75
1986,1,,,Engenharia Metalúrgica e de Materiais,Mestrado,327
2003,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,159
1986,1,,,Engenharia Nuclear,Doutorado,37
1986,1,,,Engenharia Nuclear,Mestrado,259
1986,1,,,Engenharia Oceânica,Doutorado,11
1986,1,,,Engenharia Oceânica,Mestrado,136
1986,1,,,Engenharia Química,Doutorado,39
2003,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,169
1986,1,,,Engenharia Química,Mestrado,109
2004,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,5
2004,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,163
1986,1,,,Estatística,Mestrado,106
2004,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,168
2005,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,6
2005,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,167
2005,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,168
2006,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,4
1986,1,,,Filosofia,Doutorado,40
2006,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,161
1986,1,,,Filosofia,Mestrado,101
1986,1,,,Física,Doutorado,39
2006,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,158
1986,1,,,Fisica,Mestrado,59
1986,1,,,Fisico-Quimica           ,Mestrado,23
2007,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,2
2007,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,167
1986,1,,,Geografia,Mestrado,94
1986,1,,,Geologia,Doutorado,5
2007,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,161
1986,1,,,Geologia,Mestrado,131
1986,1,,,Ginecologia            ,Doutorado,19
1986,1,,,Ginecologia                  ,Mestrado,60
2008,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,11
1986,1,,,Histologia e Embriologia         (Mestrado),Mestrado,23
2008,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,164
1986,1,,,História,Mestrado,92
1986,1,,,Historia da Arte,Mestrado,12
1986,1,,,Interdisciplinar de Lingüística Aplicada,Mestrado,2
1986,1,,,Letras (Ciência da Literatura),Doutorado,35
1986,1,,,Letras (Ciência da Literatura),Mestrado,43
1986,1,,,Letras (Letras Clássicas),Doutorado,11
1986,1,,,Letras (Letras Clássicas),Mestrado,6
1986,1,,,Letras (Letras Vernáculas),Doutorado,51
1986,1,,,Letras (Letras Vernáculas),Mestrado,73
1986,1,,,Letras (Lingüística e Filologia),Mestrado,46
1986,1,,,Letras - Linguística e Filologia (Doutorado),Doutorado,32
1986,1,,,Letras Neolatinas,Doutorado,9
1986,1,,,Letras Neolatinas,Mestrado,35
2008,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,156
2009,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,18
2009,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,174
2009,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,168
2010,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,23
2010,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,162
2010,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,183
2011,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,15
2011,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,168
2011,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,176
2012,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,9
2012,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,162
2012,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,162
2013,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,17
2013,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,170
2013,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,179
2014,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,21
2014,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,171
2014,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,185
2015,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,67
2015,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,175
2015,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,188
2016,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,12
2016,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,202
2016,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,198
2017,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,8
2017,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,186
2017,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,196
1986,1,,,Matemática,Doutorado,63
2018,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,9
1986,1,,,Matemática,Mestrado,214
2018,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,188
1986,1,,,Medicina (Anatomia Patológica),Mestrado,37
1986,1,,,Medicina (Cardiologia),Doutorado,8
1986,1,,,Medicina (Cardiologia),Mestrado,37
1986,1,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,13
1986,1,,,Medicina (Doenças Infecciosas e Parasitárias),Mestrado,32
1986,1,,,Medicina (Endocrinologia),Doutorado,6
